movieId,title,genres,year,clean_titles,clean_genres,movies_text,count,mean_rating
4814,Don't Say a Word (2001),Thriller,2001,don't say a word,thriller,don't say a word thriller,5,2.5
4815,Hearts in Atlantis (2001),Drama,2001,hearts in atlantis,drama,hearts in atlantis drama,6,2.9166666666666665
4816,Zoolander (2001),Comedy,2001,zoolander,comedy,zoolander comedy,54,3.509259259259259
4821,Joy Ride (2001),Adventure|Thriller,2001,joy ride,adventure thriller,joy ride adventure thriller,5,3.1
4823,Serendipity (2001),Comedy|Romance,2001,serendipity,comedy romance,serendipity comedy romance,25,3.14
4844,Bandits (2001),Comedy|Crime|Romance,2001,bandits,comedy crime romance,bandits comedy crime romance,6,2.6666666666666665
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy,1993,iron monkey (siu nin wong fei-hung ji: tit ma lau),action comedy,iron monkey (siu nin wong fei-hung ji: tit ma lau) action comedy,5,3.5
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,2001,mulholland drive,crime drama film-noir mystery thriller,mulholland drive crime drama film-noir mystery thriller,51,3.843137254901961
4855,Dirty Harry (1971),Action|Crime|Thriller,1971,dirty harry,action crime thriller,dirty harry action crime thriller,20,3.775
4857,Fiddler on the Roof (1971),Drama|Musical,1971,fiddler on the roof,drama musical,fiddler on the roof drama musical,8,3.8125
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,2001,from hell,crime horror mystery thriller,from hell crime horror mystery thriller,20,3.65
4866,"Last Castle, The (2001)",Action,2001,"last castle, the",action,"last castle, the action",8,2.8125
4867,Riding in Cars with Boys (2001),Comedy|Drama,2001,riding in cars with boys,comedy drama,riding in cars with boys comedy drama,5,3.1
4873,Waking Life (2001),Animation|Drama|Fantasy,2001,waking life,animation drama fantasy,waking life animation drama fantasy,19,3.6842105263157894
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,2001,k-pax,drama fantasy mystery sci-fi,k-pax drama fantasy mystery sci-fi,33,3.484848484848485
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller,2001,thirteen ghosts (a.k.a. thir13en ghosts),horror thriller,thirteen ghosts (a.k.a. thir13en ghosts) horror thriller,12,2.4583333333333335
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,2001,donnie darko,drama mystery sci-fi thriller,donnie darko drama mystery sci-fi thriller,109,3.981651376146789
4880,Life as a House (2001),Drama,2001,life as a house,drama,life as a house drama,9,3.888888888888889
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,2001,"man who wasn't there, the",crime drama,"man who wasn't there, the crime drama",17,3.735294117647059
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,2001,"monsters, inc.",adventure animation children comedy fantasy,"monsters, inc. adventure animation children comedy fantasy",132,3.871212121212121
4887,"One, The (2001)",Action|Sci-Fi|Thriller,2001,"one, the",action sci-fi thriller,"one, the action sci-fi thriller",14,2.75
4889,Heist (2001),Crime|Drama,2001,heist,crime drama,heist crime drama,7,3.4285714285714284
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,2001,shallow hal,comedy fantasy romance,shallow hal comedy fantasy romance,31,3.032258064516129
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,2001,harry potter and the sorcerer's stone (a.k.a. harry potter and the philosopher's stone),adventure children fantasy,harry potter and the sorcerer's stone (a.k.a. harry potter and the philosopher's stone) adventure children fantasy,107,3.7616822429906542
4899,Black Knight (2001),Adventure|Comedy|Fantasy,2001,black knight,adventure comedy fantasy,black knight adventure comedy fantasy,8,2.1875
4900,Out Cold (2001),Comedy,2001,out cold,comedy,out cold comedy,5,3.0
4901,Spy Game (2001),Action|Crime|Drama|Thriller,2001,spy game,action crime drama thriller,spy game action crime drama thriller,27,3.4814814814814814
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,2001,"devil's backbone, the (espinazo del diablo, el)",drama fantasy horror thriller war,"devil's backbone, the (espinazo del diablo, el) drama fantasy horror thriller war",10,3.35
4903,In the Bedroom (2001),Drama,2001,in the bedroom,drama,in the bedroom drama,10,3.0
4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance,1960,breathless (à bout de souffle),crime drama romance,breathless (à bout de souffle) crime drama romance,8,3.9375
4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy,1982,"beastmaster, the",action adventure fantasy,"beastmaster, the action adventure fantasy",5,2.8
4921,Little Women (1933),Drama|Romance,1933,little women,drama romance,little women drama romance,5,4.0
4936,Fame (1980),Drama|Musical,1980,fame,drama musical,fame drama musical,9,3.3333333333333335
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi,1980,flash gordon,action adventure sci-fi,flash gordon action adventure sci-fi,8,3.1875
4951,Lord of the Flies (1990),Adventure|Drama|Thriller,1990,lord of the flies,adventure drama thriller,lord of the flies adventure drama thriller,7,3.4285714285714284
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,1960,ocean's eleven (a.k.a. ocean's 11),comedy crime,ocean's eleven (a.k.a. ocean's 11) comedy crime,11,3.6363636363636362
4958,Behind Enemy Lines (2001),Action|Drama|War,2001,behind enemy lines,action drama war,behind enemy lines action drama war,20,3.25
4963,Ocean's Eleven (2001),Crime|Thriller,2001,ocean's eleven,crime thriller,ocean's eleven crime thriller,119,3.8445378151260505
4967,No Man's Land (2001),Drama|War,2001,no man's land,drama war,no man's land drama war,13,4.1923076923076925
4971,Moscow on the Hudson (1984),Comedy|Drama,1984,moscow on the hudson,comedy drama,moscow on the hudson comedy drama,5,3.1
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,2001,"amelie (fabuleux destin d'amélie poulain, le)",comedy romance,"amelie (fabuleux destin d'amélie poulain, le) comedy romance",120,4.183333333333334
4974,Not Another Teen Movie (2001),Comedy,2001,not another teen movie,comedy,not another teen movie comedy,14,2.5714285714285716
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,2001,vanilla sky,mystery romance sci-fi thriller,vanilla sky mystery romance sci-fi thriller,44,3.4204545454545454
4978,Lantana (2001),Drama|Mystery|Thriller,2001,lantana,drama mystery thriller,lantana drama mystery thriller,6,3.8333333333333335
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,2001,"royal tenenbaums, the",comedy drama,"royal tenenbaums, the comedy drama",68,3.6838235294117645
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,1991,bill & ted's bogus journey,adventure comedy fantasy sci-fi,bill & ted's bogus journey adventure comedy fantasy sci-fi,20,3.075
4989,How High (2001),Comedy,2001,how high,comedy,how high comedy,9,2.9444444444444446
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy,2001,jimmy neutron: boy genius,adventure animation children comedy,jimmy neutron: boy genius adventure animation children comedy,5,3.2
4992,Kate & Leopold (2001),Comedy|Romance,2001,kate & leopold,comedy romance,kate & leopold comedy romance,17,3.2058823529411766
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,2001,"lord of the rings: the fellowship of the ring, the",adventure fantasy,"lord of the rings: the fellowship of the ring, the adventure fantasy",198,4.106060606060606
4994,"Majestic, The (2001)",Comedy|Drama|Romance,2001,"majestic, the",comedy drama romance,"majestic, the comedy drama romance",10,3.5
4995,"Beautiful Mind, A (2001)",Drama|Romance,2001,"beautiful mind, a",drama romance,"beautiful mind, a drama romance",123,4.0
5004,"Party, The (1968)",Comedy,1968,"party, the",comedy,"party, the comedy",7,3.5
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,1957,witness for the prosecution,drama mystery thriller,witness for the prosecution drama mystery thriller,9,4.388888888888889
5009,Ali (2001),Drama,2001,ali,drama,ali drama,8,3.0
5010,Black Hawk Down (2001),Action|Drama|War,2001,black hawk down,action drama war,black hawk down action drama war,50,3.81
5013,Gosford Park (2001),Comedy|Drama|Mystery,2001,gosford park,comedy drama mystery,gosford park comedy drama mystery,27,3.7037037037037037
5014,I Am Sam (2001),Drama,2001,i am sam,drama,i am sam drama,17,3.764705882352941
5015,Monster's Ball (2001),Drama|Romance,2001,monster's ball,drama romance,monster's ball drama romance,18,3.3055555555555554
5016,"Shipping News, The (2001)",Drama,2001,"shipping news, the",drama,"shipping news, the drama",6,3.0
5025,Orange County (2002),Comedy,2002,orange county,comedy,orange county comedy,15,2.6333333333333333
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,2001,"brotherhood of the wolf (pacte des loups, le)",action mystery thriller,"brotherhood of the wolf (pacte des loups, le) action mystery thriller",14,3.8214285714285716
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,1990,another 48 hrs.,action comedy crime drama thriller,another 48 hrs. action comedy crime drama thriller,5,3.0
5039,Dragonslayer (1981),Action|Adventure|Fantasy,1981,dragonslayer,action adventure fantasy,dragonslayer action adventure fantasy,6,4.083333333333333
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy,1984,conan the destroyer,action adventure fantasy,conan the destroyer action adventure fantasy,8,3.125
5047,Kung Pow: Enter the Fist (2002),Action|Comedy,2002,kung pow: enter the fist,action comedy,kung pow: enter the fist action comedy,9,3.2222222222222223
5048,Snow Dogs (2002),Adventure|Children|Comedy,2002,snow dogs,adventure children comedy,snow dogs adventure children comedy,6,2.3333333333333335
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama,1982,48 hrs.,action comedy crime drama,48 hrs. action comedy crime drama,11,3.590909090909091
5055,Dragon: The Bruce Lee Story (1993),Action|Drama,1993,dragon: the bruce lee story,action drama,dragon: the bruce lee story action drama,8,2.8125
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,1970,m*a*s*h (a.k.a. mash),comedy drama war,m*a*s*h (a.k.a. mash) comedy drama war,46,3.9347826086956523
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,2002,the count of monte cristo,action adventure drama thriller,the count of monte cristo action adventure drama thriller,32,3.828125
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,2002,"mothman prophecies, the",drama fantasy horror mystery thriller,"mothman prophecies, the drama fantasy horror mystery thriller",13,3.076923076923077
5066,"Walk to Remember, A (2002)",Drama|Romance,2002,"walk to remember, a",drama romance,"walk to remember, a drama romance",14,3.5
5072,Metropolis (2001),Animation|Sci-Fi,2001,metropolis,animation sci-fi,metropolis animation sci-fi,13,3.9615384615384617
5080,Slackers (2002),Comedy,2002,slackers,comedy,slackers comedy,5,2.6
5081,Birthday Girl (2001),Drama|Romance,2001,birthday girl,drama romance,birthday girl drama romance,5,2.8
5092,Big Fat Liar (2002),Children|Comedy,2002,big fat liar,children comedy,big fat liar children comedy,5,3.0
5093,Collateral Damage (2002),Action|Thriller,2002,collateral damage,action thriller,collateral damage action thriller,9,2.7777777777777777
5094,Rollerball (2002),Action|Sci-Fi,2002,rollerball,action sci-fi,rollerball action sci-fi,7,1.7857142857142858
5103,"Sandlot, The (1993)",Children|Comedy|Drama,1993,"sandlot, the",children comedy drama,"sandlot, the children comedy drama",24,3.4375
5106,Crossroads (2002),Comedy|Musical|Romance,2002,crossroads,comedy musical romance,crossroads comedy musical romance,7,2.0714285714285716
5107,Hart's War (2002),Drama|War,2002,hart's war,drama war,hart's war drama war,5,3.1
5108,John Q (2002),Crime|Drama|Thriller,2002,john q,crime drama thriller,john q crime drama thriller,11,2.909090909090909
5110,Super Troopers (2001),Comedy|Crime|Mystery,2001,super troopers,comedy crime mystery,super troopers comedy crime mystery,24,3.6041666666666665
5128,Queen of the Damned (2002),Fantasy|Horror,2002,queen of the damned,fantasy horror,queen of the damned fantasy horror,11,2.3636363636363638
5135,Monsoon Wedding (2001),Comedy|Romance,2001,monsoon wedding,comedy romance,monsoon wedding comedy romance,12,3.8333333333333335
5139,"Bad News Bears, The (1976)",Comedy,1976,"bad news bears, the",comedy,"bad news bears, the comedy",9,3.2777777777777777
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,2000,vampire hunter d: bloodlust (banpaia hantâ d),animation fantasy horror sci-fi,vampire hunter d: bloodlust (banpaia hantâ d) animation fantasy horror sci-fi,9,3.111111111111111
5151,40 Days and 40 Nights (2002),Comedy|Romance,2002,40 days and 40 nights,comedy romance,40 days and 40 nights comedy romance,18,3.0
5152,We Were Soldiers (2002),Action|Drama|War,2002,we were soldiers,action drama war,we were soldiers action drama war,18,3.3333333333333335
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,1992,ferngully: the last rainforest,animation children comedy musical,ferngully: the last rainforest animation children comedy musical,7,3.142857142857143
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,2002,"time machine, the",action adventure sci-fi,"time machine, the action adventure sci-fi",22,2.8636363636363638
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,2002,ice age,adventure animation children comedy,ice age adventure animation children comedy,85,3.6882352941176473
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,2002,resident evil,action horror sci-fi thriller,resident evil action horror sci-fi thriller,30,3.0833333333333335
5220,Showtime (2002),Action|Comedy,2002,showtime,action comedy,showtime action comedy,10,2.4
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,2001,and your mother too (y tu mamá también),drama romance,and your mother too (y tu mamá también) drama romance,21,3.9523809523809526
5247,Smokey and the Bandit (1977),Action|Comedy,1977,smokey and the bandit,action comedy,smokey and the bandit action comedy,9,2.7222222222222223
5254,Blade II (2002),Action|Horror|Thriller,2002,blade ii,action horror thriller,blade ii action horror thriller,34,3.2058823529411766
5265,Death to Smoochy (2002),Comedy|Crime|Drama,2002,death to smoochy,comedy crime drama,death to smoochy comedy crime drama,11,3.3181818181818183
5266,Panic Room (2002),Thriller,2002,panic room,thriller,panic room thriller,37,3.0
5267,"Rookie, The (2002)",Drama,2002,"rookie, the",drama,"rookie, the drama",12,3.2916666666666665
5283,National Lampoon's Van Wilder (2002),Comedy,2002,national lampoon's van wilder,comedy,national lampoon's van wilder comedy,22,2.909090909090909
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,1950,rashomon (rashômon),crime drama mystery,rashomon (rashômon) crime drama mystery,18,3.9444444444444446
5292,Slap Shot (1977),Comedy,1977,slap shot,comedy,slap shot comedy,7,3.857142857142857
5293,Changing Lanes (2002),Drama|Thriller,2002,changing lanes,drama thriller,changing lanes drama thriller,9,3.3333333333333335
5294,Frailty (2001),Crime|Drama|Thriller,2001,frailty,crime drama thriller,frailty crime drama thriller,11,3.8636363636363638
5296,"Sweetest Thing, The (2002)",Comedy|Romance,2002,"sweetest thing, the",comedy romance,"sweetest thing, the comedy romance",10,2.9
5298,Human Nature (2001),Comedy|Romance,2001,human nature,comedy romance,human nature comedy romance,5,3.5
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,2002,my big fat greek wedding,comedy romance,my big fat greek wedding comedy romance,60,3.2666666666666666
5303,Joe Versus the Volcano (1990),Comedy|Romance,1990,joe versus the volcano,comedy romance,joe versus the volcano comedy romance,7,3.4285714285714284
5308,Three Men and a Baby (1987),Comedy,1987,three men and a baby,comedy,three men and a baby comedy,19,2.8157894736842106
5309,Three Men and a Little Lady (1990),Comedy|Romance,1990,three men and a little lady,comedy romance,three men and a little lady comedy romance,8,2.5625
5312,Murder by Numbers (2002),Crime|Thriller,2002,murder by numbers,crime thriller,murder by numbers crime thriller,7,2.857142857142857
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,2002,the scorpion king,action adventure fantasy thriller,the scorpion king action adventure fantasy thriller,22,2.2954545454545454
5316,Enigma (2001),Romance|Thriller,2001,enigma,romance thriller,enigma romance thriller,7,3.142857142857143
5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller,2000,nine queens (nueve reinas),crime thriller,nine queens (nueve reinas) crime thriller,6,3.5
5323,Jason X (2002),Horror|Sci-Fi|Thriller,2002,jason x,horror sci-fi thriller,jason x horror sci-fi thriller,8,1.1875
5325,Dogtown and Z-Boyz (2001),Documentary,2001,dogtown and z-boyz,documentary,dogtown and z-boyz documentary,7,3.7857142857142856
5329,"Salton Sea, The (2002)",Crime|Drama|Thriller,2002,"salton sea, the",crime drama thriller,"salton sea, the crime drama thriller",10,3.35
5339,Husbands and Wives (1992),Comedy|Drama,1992,husbands and wives,comedy drama,husbands and wives comedy drama,6,3.9166666666666665
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,2002,spider-man,action adventure sci-fi thriller,spider-man action adventure sci-fi thriller,122,3.540983606557377
5363,"New Guy, The (2002)",Comedy,2002,"new guy, the",comedy,"new guy, the comedy",9,2.5
5364,Unfaithful (2002),Drama|Thriller,2002,unfaithful,drama thriller,unfaithful drama thriller,7,3.5
5377,About a Boy (2002),Comedy|Drama|Romance,2002,about a boy,comedy drama romance,about a boy comedy drama romance,44,3.715909090909091
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,2002,star wars: episode ii - attack of the clones,action adventure sci-fi imax,star wars: episode ii - attack of the clones action adventure sci-fi imax,92,3.157608695652174
5379,"Believer, The (2001)",Drama,2001,"believer, the",drama,"believer, the drama",6,4.25
5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,2002,"importance of being earnest, the",comedy drama romance,"importance of being earnest, the comedy drama romance",10,3.85
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002,insomnia,action crime drama mystery thriller,insomnia action crime drama mystery thriller,33,3.303030303030303
5400,"Sum of All Fears, The (2002)",Drama|Thriller,2002,"sum of all fears, the",drama thriller,"sum of all fears, the drama thriller",17,2.9705882352941178
5401,Undercover Brother (2002),Comedy,2002,undercover brother,comedy,undercover brother comedy,9,1.8333333333333333
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,2002,"bourne identity, the",action mystery thriller,"bourne identity, the action mystery thriller",112,3.8169642857142856
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,2002,scooby-doo,adventure children comedy fantasy mystery,scooby-doo adventure children comedy fantasy mystery,17,2.8529411764705883
5420,Windtalkers (2002),Action|Drama|War,2002,windtalkers,action drama war,windtalkers action drama war,8,2.875
5421,"Dangerous Lives of Altar Boys, The (2002)",Drama,2002,"dangerous lives of altar boys, the",drama,"dangerous lives of altar boys, the drama",6,3.5
5434,"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller,1948,"sorry, wrong number",drama film-noir thriller,"sorry, wrong number drama film-noir thriller",5,3.8
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,2002,lilo & stitch,adventure animation children sci-fi,lilo & stitch adventure animation children sci-fi,29,3.810344827586207
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,2002,minority report,action crime mystery sci-fi thriller,minority report action crime mystery sci-fi thriller,120,3.6375
5446,Rabbit-Proof Fence (2002),Adventure|Drama,2002,rabbit-proof fence,adventure drama,rabbit-proof fence adventure drama,7,3.642857142857143
5449,Mr. Deeds (2002),Comedy|Romance,2002,mr. deeds,comedy romance,mr. deeds comedy romance,22,2.909090909090909
5450,Lovely & Amazing (2001),Comedy|Drama|Romance,2001,lovely & amazing,comedy drama romance,lovely & amazing comedy drama romance,5,3.2
5451,Pumpkin (2002),Comedy|Drama|Romance,2002,pumpkin,comedy drama romance,pumpkin comedy drama romance,5,3.0
5452,Look Who's Talking Now (1993),Children|Comedy|Romance,1993,look who's talking now,children comedy romance,look who's talking now children comedy romance,6,1.5833333333333333
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2002,men in black ii (a.k.a. miib) (a.k.a. mib 2),action comedy sci-fi,men in black ii (a.k.a. miib) (a.k.a. mib 2) action comedy sci-fi,61,2.959016393442623
5463,Reign of Fire (2002),Action|Adventure|Fantasy,2002,reign of fire,action adventure fantasy,reign of fire action adventure fantasy,18,2.7222222222222223
5464,Road to Perdition (2002),Crime|Drama,2002,road to perdition,crime drama,road to perdition crime drama,49,3.520408163265306
5478,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,2002,eight legged freaks,action comedy horror sci-fi,eight legged freaks action comedy horror sci-fi,8,2.75
5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,2002,k-19: the widowmaker,action adventure drama thriller,k-19: the widowmaker action adventure drama thriller,6,3.5
5480,Stuart Little 2 (2002),Children|Comedy,2002,stuart little 2,children comedy,stuart little 2 children comedy,5,2.6
5481,Austin Powers in Goldmember (2002),Comedy,2002,austin powers in goldmember,comedy,austin powers in goldmember comedy,65,2.8461538461538463
5500,Top Secret! (1984),Comedy,1984,top secret!,comedy,top secret! comedy,10,4.2
5501,"Master of Disguise, The (2002)",Comedy|Mystery,2002,"master of disguise, the",comedy mystery,"master of disguise, the comedy mystery",7,1.8571428571428572
5502,Signs (2002),Horror|Sci-Fi|Thriller,2002,signs,horror sci-fi thriller,signs horror sci-fi thriller,63,3.1666666666666665
5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,2002,spy kids 2: the island of lost dreams,adventure children,spy kids 2: the island of lost dreams adventure children,7,2.2142857142857144
5505,"Good Girl, The (2002)",Comedy|Drama,2002,"good girl, the",comedy drama,"good girl, the comedy drama",12,3.2083333333333335
5507,xXx (2002),Action|Crime|Thriller,2002,xxx,action crime thriller,xxx action crime thriller,24,2.7708333333333335
5508,24 Hour Party People (2002),Comedy|Drama|Musical,2002,24 hour party people,comedy drama musical,24 hour party people comedy drama musical,7,3.5714285714285716
5524,Blue Crush (2002),Adventure|Drama|Romance,2002,blue crush,adventure drama romance,blue crush adventure drama romance,8,2.6875
5528,One Hour Photo (2002),Drama|Thriller,2002,one hour photo,drama thriller,one hour photo drama thriller,19,3.473684210526316
5530,Simone (S1m0ne) (2002),Comedy|Drama|Fantasy|Sci-Fi,2002,simone (s1m0ne),comedy drama fantasy sci-fi,simone (s1m0ne) comedy drama fantasy sci-fi,7,2.142857142857143
5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,1981,clash of the titans,action adventure fantasy romance,clash of the titans action adventure fantasy romance,9,3.611111111111111
5541,Hot Shots! (1991),Action|Comedy|Romance|War,1991,hot shots!,action comedy romance war,hot shots! action comedy romance war,15,3.1333333333333333
5548,Down and Out in Beverly Hills (1986),Comedy,1986,down and out in beverly hills,comedy,down and out in beverly hills comedy,5,3.0
5553,Stakeout (1987),Comedy|Crime|Romance|Thriller,1987,stakeout,comedy crime romance thriller,stakeout comedy crime romance thriller,8,3.0
5568,Johnny Dangerously (1984),Comedy,1984,johnny dangerously,comedy,johnny dangerously comedy,7,2.857142857142857
5570,Thesis (Tesis) (1996),Drama|Horror|Thriller,1996,thesis (tesis),drama horror thriller,thesis (tesis) drama horror thriller,5,3.9
5572,Barbershop (2002),Comedy,2002,barbershop,comedy,barbershop comedy,7,2.7142857142857144
5573,Stealing Harvard (2002),Comedy|Crime,2002,stealing harvard,comedy crime,stealing harvard comedy crime,7,2.2857142857142856
5574,"Transporter, The (2002)",Action|Crime,2002,"transporter, the",action crime,"transporter, the action crime",26,3.519230769230769
5577,Igby Goes Down (2002),Comedy|Drama,2002,igby goes down,comedy drama,igby goes down comedy drama,12,3.6666666666666665
5582,Captain Ron (1992),Adventure|Comedy,1992,captain ron,adventure comedy,captain ron adventure comedy,8,2.6875
5585,Ernest Scared Stupid (1991),Comedy,1991,ernest scared stupid,comedy,ernest scared stupid comedy,6,2.0833333333333335
5608,"Das Experiment (Experiment, The) (2001)",Drama|Thriller,2001,"das experiment (experiment, the)",drama thriller,"das experiment (experiment, the) drama thriller",11,3.8636363636363638
5617,Secretary (2002),Comedy|Drama|Romance,2002,secretary,comedy drama romance,secretary comedy drama romance,25,3.9
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,2001,spirited away (sen to chihiro no kamikakushi),adventure animation fantasy,spirited away (sen to chihiro no kamikakushi) adventure animation fantasy,87,4.155172413793103
5620,Sweet Home Alabama (2002),Comedy|Romance,2002,sweet home alabama,comedy romance,sweet home alabama comedy romance,28,3.0535714285714284
5621,"Tuxedo, The (2002)",Action|Comedy,2002,"tuxedo, the",action comedy,"tuxedo, the action comedy",10,2.5
5628,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller,2001,wasabi,action comedy crime drama thriller,wasabi action comedy crime drama thriller,5,3.5
5630,Red Dragon (2002),Crime|Mystery|Thriller,2002,red dragon,crime mystery thriller,red dragon crime mystery thriller,31,3.435483870967742
5632,Bloody Sunday (2002),Drama,2002,bloody sunday,drama,bloody sunday drama,5,3.6
5650,Strange Brew (1983),Comedy,1983,strange brew,comedy,strange brew comedy,11,3.5454545454545454
5665,Knockaround Guys (2002),Action|Comedy|Crime,2002,knockaround guys,action comedy crime,knockaround guys action comedy crime,5,2.5
5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller,2002,"rules of attraction, the",comedy drama romance thriller,"rules of attraction, the comedy drama romance thriller",5,3.6
5669,Bowling for Columbine (2002),Documentary,2002,bowling for columbine,documentary,bowling for columbine documentary,58,3.7758620689655173
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,2002,punch-drunk love,comedy drama romance,punch-drunk love comedy drama romance,33,3.621212121212121
5679,"Ring, The (2002)",Horror|Mystery|Thriller,2002,"ring, the",horror mystery thriller,"ring, the horror mystery thriller",47,3.202127659574468
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,1988,grave of the fireflies (hotaru no haka),animation drama war,grave of the fireflies (hotaru no haka) animation drama war,16,4.15625
5693,Saturday Night Fever (1977),Comedy|Drama|Romance,1977,saturday night fever,comedy drama romance,saturday night fever comedy drama romance,11,3.3181818181818183
5747,Gallipoli (1981),Drama|War,1981,gallipoli,drama war,gallipoli drama war,7,4.285714285714286
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,1981,"professional, the (le professionnel)",action drama thriller,"professional, the (le professionnel) action drama thriller",19,3.8684210526315788
5784,Ghost Ship (2002),Horror,2002,ghost ship,horror,ghost ship horror,9,2.5
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,2002,jackass: the movie,action comedy documentary,jackass: the movie action comedy documentary,17,3.5
5791,Frida (2002),Drama|Romance,2002,frida,drama romance,frida drama romance,16,3.78125
5792,Roger Dodger (2002),Comedy|Drama,2002,roger dodger,comedy drama,roger dodger comedy drama,6,3.6666666666666665
5796,Casino Royale (1967),Action|Adventure|Comedy,1967,casino royale,action adventure comedy,casino royale action adventure comedy,5,2.5
5803,I Spy (2002),Action|Adventure|Comedy|Crime,2002,i spy,action adventure comedy crime,i spy action adventure comedy crime,7,2.5
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,2002,"santa clause 2, the",children comedy fantasy romance,"santa clause 2, the children comedy fantasy romance",5,2.3
5810,8 Mile (2002),Drama,2002,8 mile,drama,8 mile drama,41,3.292682926829268
5812,Far from Heaven (2002),Drama|Romance,2002,far from heaven,drama romance,far from heaven drama romance,11,3.8636363636363638
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,2002,harry potter and the chamber of secrets,adventure fantasy,harry potter and the chamber of secrets adventure fantasy,102,3.5980392156862746
5872,Die Another Day (2002),Action|Adventure|Thriller,2002,die another day,action adventure thriller,die another day action adventure thriller,27,2.925925925925926
5874,Friday After Next (2002),Comedy,2002,friday after next,comedy,friday after next comedy,5,2.4
