movieId,title,clean_titles,year,genres,movies_text
3985,"Eagle Has Landed, The (1976)","eagle has landed, the",1976,Drama|War,"eagle has landed, the drama war"
3986,"6th Day, The (2000)","6th day, the",2000,Action|Sci-Fi|Thriller,"6th day, the action sci-fi thriller"
3987,Bounce (2000),bounce,2000,Drama|Romance,bounce drama romance
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),how the grinch stole christmas (a.k.a. the grinch),2000,Children|Comedy|Fantasy,how the grinch stole christmas (a.k.a. the grinch) children comedy fantasy
3991,102 Dalmatians (2000),102 dalmatians,2000,Children|Comedy,102 dalmatians children comedy
3992,Malèna (2000),malèna,2000,Drama|Romance|War,malèna drama romance war
3993,Quills (2000),quills,2000,Drama|Romance,quills drama romance
3994,Unbreakable (2000),unbreakable,2000,Drama|Sci-Fi,unbreakable drama sci-fi
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","crouching tiger, hidden dragon (wo hu cang long)",2000,Action|Drama|Romance,"crouching tiger, hidden dragon (wo hu cang long) action drama romance"
3997,Dungeons & Dragons (2000),dungeons & dragons,2000,Action|Adventure|Comedy|Fantasy,dungeons & dragons action adventure comedy fantasy
3998,Proof of Life (2000),proof of life,2000,Drama,proof of life drama
3999,Vertical Limit (2000),vertical limit,2000,Action|Adventure,vertical limit action adventure
4002,"Planes, Trains & Automobiles (1987)","planes, trains & automobiles",1987,Comedy,"planes, trains & automobiles comedy"
4005,"Living Daylights, The (1987)","living daylights, the",1987,Action|Adventure|Thriller,"living daylights, the action adventure thriller"
4006,Transformers: The Movie (1986),transformers: the movie,1986,Adventure|Animation|Children|Sci-Fi,transformers: the movie adventure animation children sci-fi
4007,Wall Street (1987),wall street,1987,Drama,wall street drama
4008,Born on the Fourth of July (1989),born on the fourth of july,1989,Drama|War,born on the fourth of july drama war
4010,Brewster's Millions (1985),brewster's millions,1985,Comedy,brewster's millions comedy
4011,Snatch (2000),snatch,2000,Comedy|Crime|Thriller,snatch comedy crime thriller
4014,Chocolat (2000),chocolat,2000,Drama|Romance,chocolat drama romance
4015,"Dude, Where's My Car? (2000)","dude, where's my car?",2000,Comedy|Sci-Fi,"dude, where's my car? comedy sci-fi"
4016,"Emperor's New Groove, The (2000)","emperor's new groove, the",2000,Adventure|Animation|Children|Comedy|Fantasy,"emperor's new groove, the adventure animation children comedy fantasy"
4017,Pollock (2000),pollock,2000,Drama,pollock drama
4018,What Women Want (2000),what women want,2000,Comedy|Romance,what women want comedy romance
4019,Finding Forrester (2000),finding forrester,2000,Drama,finding forrester drama
4020,"Gift, The (2000)","gift, the",2000,Thriller,"gift, the thriller"
4021,Before Night Falls (2000),before night falls,2000,Drama,before night falls drama
4022,Cast Away (2000),cast away,2000,Drama,cast away drama
4023,"Family Man, The (2000)","family man, the",2000,Comedy|Drama|Romance,"family man, the comedy drama romance"
4025,Miss Congeniality (2000),miss congeniality,2000,Comedy|Crime,miss congeniality comedy crime
4027,"O Brother, Where Art Thou? (2000)","o brother, where art thou?",2000,Adventure|Comedy|Crime,"o brother, where art thou? adventure comedy crime"
4029,State and Main (2000),state and main,2000,Comedy|Drama,state and main comedy drama
4030,Dracula 2000 (2000),dracula 2000,2000,Horror,dracula 2000 horror
4033,Thirteen Days (2000),thirteen days,2000,Drama|Thriller|War,thirteen days drama thriller war
4034,Traffic (2000),traffic,2000,Crime|Drama|Thriller,traffic crime drama thriller
4036,Shadow of the Vampire (2000),shadow of the vampire,2000,Drama|Horror,shadow of the vampire drama horror
4037,House of Games (1987),house of games,1987,Crime|Film-Noir|Mystery|Thriller,house of games crime film-noir mystery thriller
4039,Annie (1982),annie,1982,Children|Musical,annie children musical
4040,Don't Tell Mom the Babysitter's Dead (1991),don't tell mom the babysitter's dead,1991,Comedy,don't tell mom the babysitter's dead comedy
4041,"Officer and a Gentleman, An (1982)","officer and a gentleman, an",1982,Drama|Romance,"officer and a gentleman, an drama romance"
4047,Gettysburg (1993),gettysburg,1993,Drama|War,gettysburg drama war
4052,Antitrust (2001),antitrust,2001,Crime|Drama|Thriller,antitrust crime drama thriller
4054,Save the Last Dance (2001),save the last dance,2001,Drama|Romance,save the last dance drama romance
4056,"Pledge, The (2001)","pledge, the",2001,Crime|Drama|Mystery|Thriller,"pledge, the crime drama mystery thriller"
4062,Mystic Pizza (1988),mystic pizza,1988,Comedy|Drama|Romance,mystic pizza comedy drama romance
4068,Sugar & Spice (2001),sugar & spice,2001,Comedy,sugar & spice comedy
4069,"Wedding Planner, The (2001)","wedding planner, the",2001,Comedy|Romance,"wedding planner, the comedy romance"
4084,Beverly Hills Cop II (1987),beverly hills cop ii,1987,Action|Comedy|Crime|Thriller,beverly hills cop ii action comedy crime thriller
4085,Beverly Hills Cop (1984),beverly hills cop,1984,Action|Comedy|Crime|Drama,beverly hills cop action comedy crime drama
4086,"Big Easy, The (1987)","big easy, the",1987,Action|Crime|Mystery|Romance|Thriller,"big easy, the action crime mystery romance thriller"
4090,"Brave Little Toaster, The (1987)","brave little toaster, the",1987,Animation|Children,"brave little toaster, the animation children"
4102,Eddie Murphy Raw (1987),eddie murphy raw,1987,Comedy|Documentary,eddie murphy raw comedy documentary
4103,Empire of the Sun (1987),empire of the sun,1987,Action|Adventure|Drama|War,empire of the sun action adventure drama war
4104,Ernest Goes to Camp (1987),ernest goes to camp,1987,Comedy,ernest goes to camp comedy
4105,"Evil Dead, The (1981)","evil dead, the",1981,Fantasy|Horror|Thriller,"evil dead, the fantasy horror thriller"
4109,Flowers in the Attic (1987),flowers in the attic,1987,Drama|Thriller,flowers in the attic drama thriller
4121,Innerspace (1987),innerspace,1987,Action|Adventure|Comedy|Sci-Fi,innerspace action adventure comedy sci-fi
4128,"Lost Boys, The (1987)","lost boys, the",1987,Comedy|Horror|Thriller,"lost boys, the comedy horror thriller"
4132,Mannequin (1987),mannequin,1987,Comedy|Romance,mannequin comedy romance
4133,Masters of the Universe (1987),masters of the universe,1987,Action|Adventure|Fantasy|Sci-Fi,masters of the universe action adventure fantasy sci-fi
4144,In the Mood For Love (Fa yeung nin wa) (2000),in the mood for love (fa yeung nin wa),2000,Drama|Romance,in the mood for love (fa yeung nin wa) drama romance
4148,Hannibal (2001),hannibal,2001,Horror|Thriller,hannibal horror thriller
4149,Saving Silverman (Evil Woman) (2001),saving silverman (evil woman),2001,Comedy|Romance,saving silverman (evil woman) comedy romance
4153,Down to Earth (2001),down to earth,2001,Comedy|Fantasy|Romance,down to earth comedy fantasy romance
4155,Sweet November (2001),sweet november,2001,Drama|Romance,sweet november drama romance
4158,Monkeybone (2001),monkeybone,2001,Animation|Comedy|Fantasy,monkeybone animation comedy fantasy
4159,3000 Miles to Graceland (2001),3000 miles to graceland,2001,Action|Thriller,3000 miles to graceland action thriller
4161,"Mexican, The (2001)","mexican, the",2001,Action|Comedy,"mexican, the action comedy"
4167,15 Minutes (2001),15 minutes,2001,Thriller,15 minutes thriller
4178,Of Mice and Men (1939),of mice and men,1939,Drama,of mice and men drama
4203,Harley Davidson and the Marlboro Man (1991),harley davidson and the marlboro man,1991,Action|Crime|Drama,harley davidson and the marlboro man action crime drama
4205,Mermaids (1990),mermaids,1990,Comedy|Drama|Romance,mermaids comedy drama romance
4210,Manhunter (1986),manhunter,1986,Action|Crime|Drama|Horror|Thriller,manhunter action crime drama horror thriller
4211,Reversal of Fortune (1990),reversal of fortune,1990,Drama,reversal of fortune drama
4214,Revenge of the Nerds (1984),revenge of the nerds,1984,Comedy,revenge of the nerds comedy
4215,Revenge of the Nerds II: Nerds in Paradise (1987),revenge of the nerds ii: nerds in paradise,1987,Comedy,revenge of the nerds ii: nerds in paradise comedy
4220,"Longest Yard, The (1974)","longest yard, the",1974,Comedy,"longest yard, the comedy"
4223,Enemy at the Gates (2001),enemy at the gates,2001,Drama|War,enemy at the gates drama war
4225,"Dish, The (2001)","dish, the",2001,Comedy,"dish, the comedy"
4226,Memento (2000),memento,2000,Mystery|Thriller,memento mystery thriller
4228,Heartbreakers (2001),heartbreakers,2001,Comedy|Crime|Romance,heartbreakers comedy crime romance
4231,Someone Like You (2001),someone like you,2001,Comedy|Romance,someone like you comedy romance
4232,Spy Kids (2001),spy kids,2001,Action|Adventure|Children|Comedy,spy kids action adventure children comedy
4233,Tomcats (2001),tomcats,2001,Comedy,tomcats comedy
4234,"Tailor of Panama, The (2001)","tailor of panama, the",2001,Drama|Thriller,"tailor of panama, the drama thriller"
4235,Amores Perros (Love's a Bitch) (2000),amores perros (love's a bitch),2000,Drama|Thriller,amores perros (love's a bitch) drama thriller
4238,Along Came a Spider (2001),along came a spider,2001,Action|Crime|Mystery|Thriller,along came a spider action crime mystery thriller
4239,Blow (2001),blow,2001,Crime|Drama,blow crime drama
4241,Pokémon 3: The Movie (2001),pokémon 3: the movie,2001,Animation|Children,pokémon 3: the movie animation children
4246,Bridget Jones's Diary (2001),bridget jones's diary,2001,Comedy|Drama|Romance,bridget jones's diary comedy drama romance
4247,Joe Dirt (2001),joe dirt,2001,Adventure|Comedy|Mystery|Romance,joe dirt adventure comedy mystery romance
4248,Josie and the Pussycats (2001),josie and the pussycats,2001,Comedy,josie and the pussycats comedy
4254,Crocodile Dundee in Los Angeles (2001),crocodile dundee in los angeles,2001,Comedy|Drama,crocodile dundee in los angeles comedy drama
4255,Freddy Got Fingered (2001),freddy got fingered,2001,Comedy,freddy got fingered comedy
4262,Scarface (1983),scarface,1983,Action|Crime|Drama,scarface action crime drama
4265,Driven (2001),driven,2001,Action|Thriller,driven action thriller
4267,One Night at McCool's (2001),one night at mccool's,2001,Comedy,one night at mccool's comedy
4270,"Mummy Returns, The (2001)","mummy returns, the",2001,Action|Adventure|Comedy|Thriller,"mummy returns, the action adventure comedy thriller"
4275,Krull (1983),krull,1983,Action|Adventure|Fantasy|Sci-Fi,krull action adventure fantasy sci-fi
4280,"World According to Garp, The (1982)","world according to garp, the",1982,Comedy|Drama|Romance,"world according to garp, the comedy drama romance"
4291,Nine to Five (a.k.a. 9 to 5) (1980),nine to five (a.k.a. 9 to 5),1980,Comedy|Crime,nine to five (a.k.a. 9 to 5) comedy crime
4299,"Knight's Tale, A (2001)","knight's tale, a",2001,Action|Comedy|Romance,"knight's tale, a action comedy romance"
4304,Startup.com (2001),startup.com,2001,Documentary,startup.com documentary
4306,Shrek (2001),shrek,2001,Adventure|Animation|Children|Comedy|Fantasy|Romance,shrek adventure animation children comedy fantasy romance
4308,Moulin Rouge (2001),moulin rouge,2001,Drama|Musical|Romance,moulin rouge drama musical romance
4310,Pearl Harbor (2001),pearl harbor,2001,Action|Drama|Romance|War,pearl harbor action drama romance war
4321,City Slickers (1991),city slickers,1991,Comedy|Western,city slickers comedy western
4322,Eight Men Out (1988),eight men out,1988,Drama,eight men out drama
4326,Mississippi Burning (1988),mississippi burning,1988,Crime|Drama|Thriller,mississippi burning crime drama thriller
4327,"Magnificent Seven, The (1960)","magnificent seven, the",1960,Adventure|Western,"magnificent seven, the adventure western"
4333,Throw Momma from the Train (1987),throw momma from the train,1987,Comedy|Crime,throw momma from the train comedy crime
4334,Yi Yi (2000),yi yi,2000,Drama,yi yi drama
4340,"Animal, The (2001)","animal, the",2001,Comedy,"animal, the comedy"
4343,Evolution (2001),evolution,2001,Comedy|Sci-Fi,evolution comedy sci-fi
4344,Swordfish (2001),swordfish,2001,Action|Crime|Drama,swordfish action crime drama
4349,Catch-22 (1970),catch-22,1970,Comedy|War,catch-22 comedy war
4351,Point Break (1991),point break,1991,Action|Crime|Thriller,point break action crime thriller
4356,Gentlemen Prefer Blondes (1953),gentlemen prefer blondes,1953,Comedy|Musical|Romance,gentlemen prefer blondes comedy musical romance
4359,"Seven Year Itch, The (1955)","seven year itch, the",1955,Comedy,"seven year itch, the comedy"
4361,Tootsie (1982),tootsie,1982,Comedy|Romance,tootsie comedy romance
4366,Atlantis: The Lost Empire (2001),atlantis: the lost empire,2001,Adventure|Animation|Children|Fantasy,atlantis: the lost empire adventure animation children fantasy
4367,Lara Croft: Tomb Raider (2001),lara croft: tomb raider,2001,Action|Adventure,lara croft: tomb raider action adventure
4368,Dr. Dolittle 2 (2001),dr. dolittle 2,2001,Comedy,dr. dolittle 2 comedy
4369,"Fast and the Furious, The (2001)","fast and the furious, the",2001,Action|Crime|Thriller,"fast and the furious, the action crime thriller"
4370,A.I. Artificial Intelligence (2001),a.i. artificial intelligence,2001,Adventure|Drama|Sci-Fi,a.i. artificial intelligence adventure drama sci-fi
4372,Crazy/Beautiful (2001),crazy/beautiful,2001,Drama|Romance,crazy/beautiful drama romance
4378,Sexy Beast (2000),sexy beast,2000,Crime|Drama,sexy beast crime drama
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)","princess and the warrior, the (krieger und die kaiserin, der)",2000,Drama|Romance,"princess and the warrior, the (krieger und die kaiserin, der) drama romance"
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)","crimson rivers, the (rivières pourpres, les)",2000,Crime|Drama|Mystery|Thriller,"crimson rivers, the (rivières pourpres, les) crime drama mystery thriller"
4386,Cats & Dogs (2001),cats & dogs,2001,Children|Comedy,cats & dogs children comedy
4387,Kiss of the Dragon (2001),kiss of the dragon,2001,Action,kiss of the dragon action
4388,Scary Movie 2 (2001),scary movie 2,2001,Comedy,scary movie 2 comedy
4396,"Cannonball Run, The (1981)","cannonball run, the",1981,Action|Comedy,"cannonball run, the action comedy"
4406,"Man Who Shot Liberty Valance, The (1962)","man who shot liberty valance, the",1962,Crime|Drama|Western,"man who shot liberty valance, the crime drama western"
4427,"Lion in Winter, The (1968)","lion in winter, the",1968,Drama,"lion in winter, the drama"
4437,Suspiria (1977),suspiria,1977,Horror,suspiria horror
4446,Final Fantasy: The Spirits Within (2001),final fantasy: the spirits within,2001,Adventure|Animation|Fantasy|Sci-Fi,final fantasy: the spirits within adventure animation fantasy sci-fi
4447,Legally Blonde (2001),legally blonde,2001,Comedy|Romance,legally blonde comedy romance
4448,"Score, The (2001)","score, the",2001,Action|Drama,"score, the action drama"
4450,Bully (2001),bully,2001,Crime|Drama|Thriller,bully crime drama thriller
4452,Made (2001),made,2001,Comedy,made comedy
4464,"Accidental Tourist, The (1988)","accidental tourist, the",1988,Comedy|Drama|Romance,"accidental tourist, the comedy drama romance"
4465,"Accused, The (1988)","accused, the",1988,Drama,"accused, the drama"
4467,"Adventures of Baron Munchausen, The (1988)","adventures of baron munchausen, the",1988,Adventure|Comedy|Fantasy,"adventures of baron munchausen, the adventure comedy fantasy"
4474,Beaches (1988),beaches,1988,Comedy|Drama|Musical,beaches comedy drama musical
4477,Big Top Pee-Wee (1988),big top pee-wee,1988,Adventure|Children|Comedy,big top pee-wee adventure children comedy
4487,Cocktail (1988),cocktail,1988,Drama|Romance,cocktail drama romance
4489,Coming to America (1988),coming to america,1988,Comedy|Romance,coming to america comedy romance
4498,"Dead Pool, The (1988)","dead pool, the",1988,Action|Crime|Thriller,"dead pool, the action crime thriller"
4499,Dirty Rotten Scoundrels (1988),dirty rotten scoundrels,1988,Comedy,dirty rotten scoundrels comedy
4508,Gorillas in the Mist (1988),gorillas in the mist,1988,Drama,gorillas in the mist drama
4509,"Great Outdoors, The (1988)","great outdoors, the",1988,Comedy,"great outdoors, the comedy"
4519,"Land Before Time, The (1988)","land before time, the",1988,Adventure|Animation|Children|Fantasy,"land before time, the adventure animation children fantasy"
4526,My Stepmother Is an Alien (1988),my stepmother is an alien,1988,Comedy|Romance|Sci-Fi,my stepmother is an alien comedy romance sci-fi
4544,Short Circuit 2 (1988),short circuit 2,1988,Comedy|Sci-Fi,short circuit 2 comedy sci-fi
4545,Short Circuit (1986),short circuit,1986,Comedy|Sci-Fi,short circuit comedy sci-fi
4546,"Vanishing, The (Spoorloos) (1988)","vanishing, the (spoorloos)",1988,Drama|Thriller,"vanishing, the (spoorloos) drama thriller"
4553,They Live (1988),they live,1988,Action|Sci-Fi|Thriller,they live action sci-fi thriller
4558,Twins (1988),twins,1988,Comedy,twins comedy
4564,Always (1989),always,1989,Drama|Fantasy|Romance,always drama fantasy romance
4571,Bill & Ted's Excellent Adventure (1989),bill & ted's excellent adventure,1989,Adventure|Comedy|Sci-Fi,bill & ted's excellent adventure adventure comedy sci-fi
4587,Earth Girls Are Easy (1988),earth girls are easy,1988,Comedy|Musical|Sci-Fi,earth girls are easy comedy musical sci-fi
4591,Erik the Viking (1989),erik the viking,1989,Adventure|Comedy|Fantasy,erik the viking adventure comedy fantasy
4616,Lean on Me (1989),lean on me,1989,Drama,lean on me drama
4621,Look Who's Talking (1989),look who's talking,1989,Comedy|Romance,look who's talking comedy romance
4623,Major League (1989),major league,1989,Comedy,major league comedy
4638,Jurassic Park III (2001),jurassic park iii,2001,Action|Adventure|Sci-Fi|Thriller,jurassic park iii action adventure sci-fi thriller
4639,America's Sweethearts (2001),america's sweethearts,2001,Comedy|Romance,america's sweethearts comedy romance
4641,Ghost World (2001),ghost world,2001,Comedy|Drama,ghost world comedy drama
4642,Hedwig and the Angry Inch (2000),hedwig and the angry inch,2000,Comedy|Drama|Musical,hedwig and the angry inch comedy drama musical
4643,Planet of the Apes (2001),planet of the apes,2001,Action|Adventure|Drama|Sci-Fi,planet of the apes action adventure drama sci-fi
4649,Wet Hot American Summer (2001),wet hot american summer,2001,Comedy,wet hot american summer comedy
4654,Road House (1989),road house,1989,Action|Drama,road house action drama
4676,Troop Beverly Hills (1989),troop beverly hills,1989,Comedy,troop beverly hills comedy
4677,Turner & Hooch (1989),turner & hooch,1989,Comedy|Crime,turner & hooch comedy crime
4678,UHF (1989),uhf,1989,Comedy,uhf comedy
4679,Uncle Buck (1989),uncle buck,1989,Comedy,uncle buck comedy
4681,"War of the Roses, The (1989)","war of the roses, the",1989,Comedy|Drama,"war of the roses, the comedy drama"
4700,"Princess Diaries, The (2001)","princess diaries, the",2001,Children|Comedy|Romance,"princess diaries, the children comedy romance"
4701,Rush Hour 2 (2001),rush hour 2,2001,Action|Comedy,rush hour 2 action comedy
4713,Altered States (1980),altered states,1980,Drama|Sci-Fi,altered states drama sci-fi
4718,American Pie 2 (2001),american pie 2,2001,Comedy,american pie 2 comedy
4719,Osmosis Jones (2001),osmosis jones,2001,Action|Animation|Comedy|Crime|Drama|Romance|Thriller,osmosis jones action animation comedy crime drama romance thriller
4720,"Others, The (2001)","others, the",2001,Drama|Horror|Mystery|Thriller,"others, the drama horror mystery thriller"
4728,Rat Race (2001),rat race,2001,Comedy,rat race comedy
4732,Bubble Boy (2001),bubble boy,2001,Comedy,bubble boy comedy
4734,Jay and Silent Bob Strike Back (2001),jay and silent bob strike back,2001,Adventure|Comedy,jay and silent bob strike back adventure comedy
4735,Ghosts of Mars (2001),ghosts of mars,2001,Horror|Sci-Fi|Thriller,ghosts of mars horror sci-fi thriller
4741,Together (Tillsammans) (2000),together (tillsammans),2000,Comedy|Drama|Romance,together (tillsammans) comedy drama romance
4744,Jeepers Creepers (2001),jeepers creepers,2001,Horror,jeepers creepers horror
4748,3 Ninjas (1992),3 ninjas,1992,Action|Children|Comedy,3 ninjas action children comedy
4754,"Wicker Man, The (1973)","wicker man, the",1973,Drama|Horror|Mystery|Thriller,"wicker man, the drama horror mystery thriller"
4774,Big Trouble (2002),big trouble,2002,Comedy|Crime,big trouble comedy crime
4776,Training Day (2001),training day,2001,Crime|Drama|Thriller,training day crime drama thriller
4787,Little Man Tate (1991),little man tate,1991,Drama,little man tate drama
4799,"It's a Mad, Mad, Mad, Mad World (1963)","it's a mad, mad, mad, mad world",1963,Action|Adventure|Comedy|Crime,"it's a mad, mad, mad, mad world action adventure comedy crime"
4812,SpaceCamp (1986),spacecamp,1986,Adventure|Sci-Fi,spacecamp adventure sci-fi
4814,Don't Say a Word (2001),don't say a word,2001,Thriller,don't say a word thriller
4815,Hearts in Atlantis (2001),hearts in atlantis,2001,Drama,hearts in atlantis drama
4816,Zoolander (2001),zoolander,2001,Comedy,zoolander comedy
4821,Joy Ride (2001),joy ride,2001,Adventure|Thriller,joy ride adventure thriller
4823,Serendipity (2001),serendipity,2001,Comedy|Romance,serendipity comedy romance
4844,Bandits (2001),bandits,2001,Comedy|Crime|Romance,bandits comedy crime romance
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),iron monkey (siu nin wong fei-hung ji: tit ma lau),1993,Action|Comedy,iron monkey (siu nin wong fei-hung ji: tit ma lau) action comedy
4848,Mulholland Drive (2001),mulholland drive,2001,Crime|Drama|Film-Noir|Mystery|Thriller,mulholland drive crime drama film-noir mystery thriller
4855,Dirty Harry (1971),dirty harry,1971,Action|Crime|Thriller,dirty harry action crime thriller
4857,Fiddler on the Roof (1971),fiddler on the roof,1971,Drama|Musical,fiddler on the roof drama musical
4865,From Hell (2001),from hell,2001,Crime|Horror|Mystery|Thriller,from hell crime horror mystery thriller
4866,"Last Castle, The (2001)","last castle, the",2001,Action,"last castle, the action"
4867,Riding in Cars with Boys (2001),riding in cars with boys,2001,Comedy|Drama,riding in cars with boys comedy drama
4873,Waking Life (2001),waking life,2001,Animation|Drama|Fantasy,waking life animation drama fantasy
4874,K-PAX (2001),k-pax,2001,Drama|Fantasy|Mystery|Sci-Fi,k-pax drama fantasy mystery sci-fi
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),thirteen ghosts (a.k.a. thir13en ghosts),2001,Horror|Thriller,thirteen ghosts (a.k.a. thir13en ghosts) horror thriller
4878,Donnie Darko (2001),donnie darko,2001,Drama|Mystery|Sci-Fi|Thriller,donnie darko drama mystery sci-fi thriller
4880,Life as a House (2001),life as a house,2001,Drama,life as a house drama
4881,"Man Who Wasn't There, The (2001)","man who wasn't there, the",2001,Crime|Drama,"man who wasn't there, the crime drama"
4886,"Monsters, Inc. (2001)","monsters, inc.",2001,Adventure|Animation|Children|Comedy|Fantasy,"monsters, inc. adventure animation children comedy fantasy"
4887,"One, The (2001)","one, the",2001,Action|Sci-Fi|Thriller,"one, the action sci-fi thriller"
4889,Heist (2001),heist,2001,Crime|Drama,heist crime drama
4890,Shallow Hal (2001),shallow hal,2001,Comedy|Fantasy|Romance,shallow hal comedy fantasy romance
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),harry potter and the sorcerer's stone (a.k.a. harry potter and the philosopher's stone),2001,Adventure|Children|Fantasy,harry potter and the sorcerer's stone (a.k.a. harry potter and the philosopher's stone) adventure children fantasy
4899,Black Knight (2001),black knight,2001,Adventure|Comedy|Fantasy,black knight adventure comedy fantasy
4900,Out Cold (2001),out cold,2001,Comedy,out cold comedy
4901,Spy Game (2001),spy game,2001,Action|Crime|Drama|Thriller,spy game action crime drama thriller
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)","devil's backbone, the (espinazo del diablo, el)",2001,Drama|Fantasy|Horror|Thriller|War,"devil's backbone, the (espinazo del diablo, el) drama fantasy horror thriller war"
4903,In the Bedroom (2001),in the bedroom,2001,Drama,in the bedroom drama
4914,Breathless (À bout de souffle) (1960),breathless (à bout de souffle),1960,Crime|Drama|Romance,breathless (à bout de souffle) crime drama romance
4915,"Beastmaster, The (1982)","beastmaster, the",1982,Action|Adventure|Fantasy,"beastmaster, the action adventure fantasy"
4921,Little Women (1933),little women,1933,Drama|Romance,little women drama romance
4936,Fame (1980),fame,1980,Drama|Musical,fame drama musical
4941,Flash Gordon (1980),flash gordon,1980,Action|Adventure|Sci-Fi,flash gordon action adventure sci-fi
4951,Lord of the Flies (1990),lord of the flies,1990,Adventure|Drama|Thriller,lord of the flies adventure drama thriller
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),ocean's eleven (a.k.a. ocean's 11),1960,Comedy|Crime,ocean's eleven (a.k.a. ocean's 11) comedy crime
4958,Behind Enemy Lines (2001),behind enemy lines,2001,Action|Drama|War,behind enemy lines action drama war
4963,Ocean's Eleven (2001),ocean's eleven,2001,Crime|Thriller,ocean's eleven crime thriller
4967,No Man's Land (2001),no man's land,2001,Drama|War,no man's land drama war
4971,Moscow on the Hudson (1984),moscow on the hudson,1984,Comedy|Drama,moscow on the hudson comedy drama
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","amelie (fabuleux destin d'amélie poulain, le)",2001,Comedy|Romance,"amelie (fabuleux destin d'amélie poulain, le) comedy romance"
4974,Not Another Teen Movie (2001),not another teen movie,2001,Comedy,not another teen movie comedy
4975,Vanilla Sky (2001),vanilla sky,2001,Mystery|Romance|Sci-Fi|Thriller,vanilla sky mystery romance sci-fi thriller
4978,Lantana (2001),lantana,2001,Drama|Mystery|Thriller,lantana drama mystery thriller
4979,"Royal Tenenbaums, The (2001)","royal tenenbaums, the",2001,Comedy|Drama,"royal tenenbaums, the comedy drama"
4980,Bill & Ted's Bogus Journey (1991),bill & ted's bogus journey,1991,Adventure|Comedy|Fantasy|Sci-Fi,bill & ted's bogus journey adventure comedy fantasy sci-fi
4989,How High (2001),how high,2001,Comedy,how high comedy
4990,Jimmy Neutron: Boy Genius (2001),jimmy neutron: boy genius,2001,Adventure|Animation|Children|Comedy,jimmy neutron: boy genius adventure animation children comedy
4992,Kate & Leopold (2001),kate & leopold,2001,Comedy|Romance,kate & leopold comedy romance
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)","lord of the rings: the fellowship of the ring, the",2001,Adventure|Fantasy,"lord of the rings: the fellowship of the ring, the adventure fantasy"
4994,"Majestic, The (2001)","majestic, the",2001,Comedy|Drama|Romance,"majestic, the comedy drama romance"
4995,"Beautiful Mind, A (2001)","beautiful mind, a",2001,Drama|Romance,"beautiful mind, a drama romance"
5004,"Party, The (1968)","party, the",1968,Comedy,"party, the comedy"
5008,Witness for the Prosecution (1957),witness for the prosecution,1957,Drama|Mystery|Thriller,witness for the prosecution drama mystery thriller
5009,Ali (2001),ali,2001,Drama,ali drama
5010,Black Hawk Down (2001),black hawk down,2001,Action|Drama|War,black hawk down action drama war
5013,Gosford Park (2001),gosford park,2001,Comedy|Drama|Mystery,gosford park comedy drama mystery
5014,I Am Sam (2001),i am sam,2001,Drama,i am sam drama
5015,Monster's Ball (2001),monster's ball,2001,Drama|Romance,monster's ball drama romance
5016,"Shipping News, The (2001)","shipping news, the",2001,Drama,"shipping news, the drama"
5025,Orange County (2002),orange county,2002,Comedy,orange county comedy
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)","brotherhood of the wolf (pacte des loups, le)",2001,Action|Mystery|Thriller,"brotherhood of the wolf (pacte des loups, le) action mystery thriller"
5027,Another 48 Hrs. (1990),another 48 hrs.,1990,Action|Comedy|Crime|Drama|Thriller,another 48 hrs. action comedy crime drama thriller
5039,Dragonslayer (1981),dragonslayer,1981,Action|Adventure|Fantasy,dragonslayer action adventure fantasy
5040,Conan the Destroyer (1984),conan the destroyer,1984,Action|Adventure|Fantasy,conan the destroyer action adventure fantasy
5047,Kung Pow: Enter the Fist (2002),kung pow: enter the fist,2002,Action|Comedy,kung pow: enter the fist action comedy
5048,Snow Dogs (2002),snow dogs,2002,Adventure|Children|Comedy,snow dogs adventure children comedy
5049,48 Hrs. (1982),48 hrs.,1982,Action|Comedy|Crime|Drama,48 hrs. action comedy crime drama
5055,Dragon: The Bruce Lee Story (1993),dragon: the bruce lee story,1993,Action|Drama,dragon: the bruce lee story action drama
5060,M*A*S*H (a.k.a. MASH) (1970),m*a*s*h (a.k.a. mash),1970,Comedy|Drama|War,m*a*s*h (a.k.a. mash) comedy drama war
5064,The Count of Monte Cristo (2002),the count of monte cristo,2002,Action|Adventure|Drama|Thriller,the count of monte cristo action adventure drama thriller
5065,"Mothman Prophecies, The (2002)","mothman prophecies, the",2002,Drama|Fantasy|Horror|Mystery|Thriller,"mothman prophecies, the drama fantasy horror mystery thriller"
